document_no,dominant_topic,topic_perc_contrib,keywords,text
80,3,0.6193,"run, crash, freeze, title, update, minute, driver, launch, stage, load",crashes as soon as game is opened
81,1,0.3918,"even, fix, setting, performance, issue, fps, work, pc, beta, low","not a game for me if you have to confirm your action, lost interest super fast if pressing to do something no need to ask if its okay to do it. LOL fail out of the door if i could refund i would so ill just uninstall"
82,4,0.5967,"release, mission, buy, full, wait, content, episode, pay, money, go","Luckly i bought the game with a discount, hitman games are all shit and repetitive"
83,0,0.7535,"level, way, feel, mission, map, time, make, kill, blood, target","Enemies are all-knowing, they always know where to look, and also their angle of sight is about 350 degrees. You absolutely cannot do anything, you (or the bodies) are spotted every single time you try to do something silently, like dragging the corpse to hide it. You either play a single mission for an hour or so, or you try to do things your way with no positive outcome. Bleh..."
84,2,0.4173,"online, server, always, save, connection, offline, mode, lose, connect, need",if you like grinding the same mission to unlock equipment to play the game how you want to then this is the game for you!
85,0,0.5299,"level, way, feel, mission, map, time, make, kill, blood, target","The game is just so far from being as good as the old hitman series such as blood money or absolution.
And the menu is too hard to navigate as well...
"
86,1,0.4285,"even, fix, setting, performance, issue, fps, work, pc, beta, low",Trash
87,2,0.385,"online, server, always, save, connection, offline, mode, lose, connect, need",shameless anti consumer practices
88,3,0.4526,"run, crash, freeze, title, update, minute, driver, launch, stage, load",Most of the levels failed to load resulting in a crash
89,2,0.6064,"online, server, always, save, connection, offline, mode, lose, connect, need","Overall a great game. Unfortunately much of it is unavailable unless you are online. As long as you are connected, the many options make for continuous fun and challenge. These features should have been included offline. Without them this is a $20 game.
I cannot recommend an unfinished game."
90,4,0.454,"release, mission, buy, full, wait, content, episode, pay, money, go",Just buy blood money instead
91,4,0.6267,"release, mission, buy, full, wait, content, episode, pay, money, go","good game, but it don't deserv a positive review.

im no longer supporting shit games like this because of the shit developers who not..  just NOT give you the whole game also making in game content required to be connected  to the internet.  and to that i say @f.k them."
92,2,0.4117,"online, server, always, save, connection, offline, mode, lose, connect, need",This game is fucking terrible. Not only is it bad becuase of the fact that the game needs to be online but how it forces you to play in a single fucking style which is SA. oh you want professional unlocks? you need to do every challenge silent assassin mode. Its fucking impossible and ridicilous no matter how many guides I watched and used no matter what I do its just painful and impossibe. Hitman Absolution is a far superiour game because it doesnt punish you for going in guns blazing or killing a few people during stealth besides you losing some joke points for highscores. It feels much more responsive even if half of it is just going from A to B but at the very least the controls dont make you feel like youre dragging cinderblocks in your pockets.
93,4,0.6684,"release, mission, buy, full, wait, content, episode, pay, money, go","Hitman 2 (and i think 3) come bundled with this HITMAN, get bang for your buck and skip buying this"
94,4,0.7744,"release, mission, buy, full, wait, content, episode, pay, money, go",Kinda fun but the DLC system and the whole UI is really unintuitive and confusing. the first campaign mission isnt even available unless you get some DLC???? it literally says to complete the first mission before doing the second mission but the first mission requires a DLC install???
95,0,0.5558,"level, way, feel, mission, map, time, make, kill, blood, target","imagine unironically paying for every level in an incomplete game whose only replay value is just ""hurr durr kill this enemy with different object huhu muh imagination"""
96,4,0.568,"release, mission, buy, full, wait, content, episode, pay, money, go","Great game, shit company"
97,2,0.5556,"online, server, always, save, connection, offline, mode, lose, connect, need",Always online DRM*
98,0,0.4149,"level, way, feel, mission, map, time, make, kill, blood, target",Literally every single IOI employee is braindead LMAO
99,4,0.879,"release, mission, buy, full, wait, content, episode, pay, money, go","Now the only way to buy the full collection is to pay $70 for the complete package (which never goes on sale), effectively paying twice for the Hitman levels I own already. This company can go straight to hell."
